,tokens
4225,"['ok', 'that', 'cool', 'either', 'raglan', 'rd', 'edward', 'rd', 'behind', 'cricket', 'ground', 'gim', 'ring', 'ur', 'closebi', 'see', 'tuesday']"
4226,"['buy', 'one', 'egg', 'da', 'pleas']"
4227,"['start', 'skye']"
4228,"['bookedth', 'hut', 'also', 'time', 'way']"
4229,"['sever', 'sir']"
4230,"['u', 'realli', 'pig', 'leh', 'sleep', 'much', 'dad', 'wake', 'smth', 'eat', 'lunch', 'today']"
4231,"['home', 'pleas', 'call']"
4232,"['love', 'hope', 'anyth', 'drastic', 'dare', 'sell', 'pc', 'phone']"
4233,"['reach', 'home', 'tire', 'come', 'tomorro']"
4234,"['freemsg', 'record', 'indic', 'may', 'entitl', 'pound', 'accid', 'claim', 'free', 'repli', 'ye', 'msg', 'opt', 'text', 'stop']"
4235,"['u', 'win', 'music', 'gift', 'voucher', 'everi', 'week', 'start', 'txt', 'word', 'draw', 'tsc', 'skillgam']"
4236,"['life', 'style', 'garment', 'account', 'pleas']"
4237,"['lol', 'wtf', 'random', 'btw', 'lunch', 'break']"
4238,"['sez', 'how', 'u', 'de', 'arab', 'boy', 'hope', 'u', 'r', 'good', 'give', 'love', 'love', 'ya', 'eshxxxxxxxxxxx']"
4239,"['lay', 'man', 'let', 'know', 'miss', 'thought', 'great', 'day', 'send', 'bimbo', 'ugo', 'number', 'ill', 'appreci', 'safe']"
4240,"['detroit', 'home', 'snow', 'enjoy']"
4241,"['show', 'ur', 'colour', 'euro', 'offer', 'get', 'england', 'flag', 'tone', 'ur', 'phone', 'click', 'follow', 'servic', 'messag', 'info']"
4242,['oki']
4243,"['aight', 'chillin', 'friend', 'room', 'text', 'way']"
4244,"['toshiba', 'porteg', 'gd']"
4245,"['well', 'welp', 'sort', 'semiobscur', 'internet', 'thing']"
4246,"['text', 'pass', 'collect', 'polyphon', 'rington', 'normal', 'gpr', 'charg', 'appli', 'enjoy', 'tone']"
4247,"['accordingli', 'repeat', 'text', 'word', 'ok', 'mobil', 'phone', 'send']"
4248,"['loosu', 'go', 'hospit', 'de', 'dont', 'let', 'careless']"
4249,"['much', 'eighth']"
4250,"['omg', 'joanna', 'freak', 'look', 'thru', 'friend', 'find', 'photo', 'ask', 'stuff', 'myspac', 'even', 'log', 'like', 'year']"
4251,"['send', 'ur', 'birthdat', 'month', 'year', 'tel', 'u', 'ur', 'life', 'partner', 'name', 'method', 'calcul', 'repli', 'must']"
4252,"['juz', 'havent', 'woke', 'bit', 'blur', 'blur', 'dad', 'went', 'liao', 'cant', 'cum', 'oso']"
4253,"['cloth', 'jewelri', 'trip']"
4254,"['block', 'breaker', 'come', 'delux', 'format', 'new', 'featur', 'great', 'graphic', 'buy', 'repli', 'get', 'bbdelux', 'take', 'challeng']"
4255,"['aah', 'cuddl', 'would', 'lush', 'need', 'lot', 'tea', 'soup', 'kind', 'fumbl']"
4256,"['import', 'inform', 'orang', 'user', 'today', 'lucki', 'day', 'log', 'onto', 'fantast', 'surpris', 'await']"
4257,['late']
4258,"['sad', 'stori', 'man', 'last', 'week', 'wife', 'wish', 'parent', 'forgot', 'n', 'kid', 'went', 'work', 'even', 'colleagu', 'wish']"
4259,"['plan', 'famili', 'set', 'stone']"
4260,"['pl', 'dont', 'forget', 'studi']"
4261,"['never', 'believ', 'actual', 'got', 'taunton', 'wow']"
4262,"['den', 'weekday', 'got', 'special', 'price', 'haiz', 'cant', 'eat', 'liao', 'cut', 'nail', 'oso', 'muz', 'wait', 'finish', 'drivin', 'wat', 'lunch', 'still', 'muz', 'eat', 'wat']"
4263,"['broke', 'list', 'reason', 'nobodi', 'town', 'ca', 'tell', 'sarcast', 'faggi']"
4264,"['lt', 'decim', 'gt', 'common', 'car', 'better', 'buy', 'china', 'asia', 'find', 'less', 'expens', 'holla']"
4265,"['greatest', 'test', 'courag', 'earth', 'bear', 'defeat', 'without', 'lose', 'heart', 'gn', 'tc']"
4266,"['sorri', 'im', 'stil', 'fuck', 'last', 'nite', 'went', 'tobe', 'got', 'work']"
4267,"['hey', 'what', 'plan', 'sat']"
4268,"['beauti', 'sleep', 'help', 'ur', 'pimpl']"
4269,"['great', 'hope', 'use', 'connect', 'mode', 'men', 'also', 'co', 'never', 'know', 'old', 'friend', 'lead', 'today']"
4270,"['natalja', 'invit', 'friend', 'repli', 'see', 'stop', 'send', 'stop', 'frnd']"
4271,['get']
4272,"['kind', 'miss', 'train', 'co', 'asthma', 'attack', 'nxt', 'one', 'half', 'hr', 'drive', 'sure', 'park']"
4273,"['ball', 'move', 'spin', 'last', 'difficult', 'bat']"
4274,"['haiyoh', 'mayb', 'hamster', 'jealou', 'million']"
4275,"['pleas', 'send', 'aunti', 'number']"
4276,"['glad', 'follow', 'dream']"
4277,"['reach', 'home', 'final']"
4278,"['urgent', 'import', 'inform', 'user', 'today', 'lucki', 'day', 'find', 'log', 'onto', 'fantast', 'surpris', 'await']"
4279,"['winner', 'valu', 'network', 'custom', 'select', 'receivea', 'prize', 'reward', 'claim', 'call', 'claim', 'code', 'valid', 'hour']"
4280,"['wn', 'u', 'r', 'hurt', 'prsn', 'close', 'u', 'fight', 'wit', 'dem', 'coz', 'somtim', 'di', 'fight', 'save', 'relat', 'bt', 'quiet', 'leav', 'nothin', 'relat', 'gud']"
4281,"['u', 'call']"
4282,"['scienc', 'tell', 'chocol', 'melt', 'sunlight', 'pleas', 'walk', 'sunlight', 'bcoz', 'want', 'loss', 'sweet', 'friend']"
4283,"['ye', 'come', 'nyc', 'audiit', 'tri', 'reloc']"
4284,['pock']
4285,"['congrat', 'great', 'want', 'tell', 'tell', 'score', 'co', 'might', 'make', 'relax', 'motiv', 'thank', 'share']"
4286,"['wud', 'never', 'mind', 'u', 'dont', 'miss', 'u', 'dont', 'need', 'u', 'wil', 'realli', 'hurt', 'wen', 'u', 'need', 'amp', 'u', 'dont', 'tell', 'take', 'care']"
4287,"['hey', 'mr', 'what', 'name', 'bill', 'brison', 'book', 'one', 'languag', 'word']"
4288,"['okay', 'good', 'problem', 'thanx']"
4289,"['inform', 'ikea', 'spell', 'cap', 'yell', 'thought', 'left', 'sit', 'bed', 'among', 'mess', 'came', 'said', 'go', 'got', 'home', 'class', 'pleas', 'tri', 'bullshit', 'make', 'want', 'listen', 'less']"
4290,"['call', 'u', 'done']"
4291,[]
4292,"['best', 'watch', 'say', 'caus', 'get', 'drunk', 'motherfuck']"
4293,"['kit', 'strip', 'bill', 'netcollex', 'po', 'box', 'oja']"
4294,"['hmv', 'bonu', 'special', 'pound', 'genuin', 'hmv', 'voucher', 'answer', 'easi', 'question', 'play', 'send', 'hmv', 'info']"
4295,"['pleas', 'call', 'immedi', 'urgent', 'messag', 'wait']"
4296,"['let', 'send', 'free', 'anonym', 'mask', 'messag', 'im', 'send', 'messag', 'see', 'potenti', 'abus']"
4297,"['well', 'done', 'costa', 'del', 'sol', 'holiday', 'await', 'collect', 'call', 'toclaim', 'sae', 'tc', 'stockport']"
4298,"['hurt', 'teas', 'make', 'cri', 'end', 'life', 'die', 'plz', 'keep', 'one', 'rose', 'grave', 'say', 'stupid', 'miss', 'u', 'nice', 'day', 'bslvyl']"
4299,"['erm', 'woodland', 'avenu', 'somewher', 'get', 'parish', 'magazin', 'telephon', 'number']"
4300,"['ta', 'job', 'avail', 'let', 'know', 'pleas', 'co', 'realli', 'need', 'start', 'work']"
4301,"['aiyar', 'hard', 'type', 'u', 'later', 'free', 'tell', 'call', 'n', 'scold', 'n', 'tell', 'u']"
4302,"['yup', 'free']"
4303,"['good', 'good', 'billi', 'mate', 'gone', 'jog', 'enjoy', 'concert']"
4304,"['yo', 'come', 'carlo', 'soon']"
4305,"['awww', 'dat', 'sweet', 'think', 'someth', 'nice', 'time', 'tonight', 'ill', 'probabl', 'txt', 'u', 'later', 'co', 'im', 'lone', 'xxx']"
4306,"['guess', 'useless', 'call', 'u', 'someth', 'import']"
4307,"['ha', 'ha', 'pop', 'loo', 'hello']"
4308,"['dint', 'tell', 'anyth', 'angri', 'told', 'abi']"
4309,"['someon', 'u', 'know', 'ask', 'date', 'servic', 'contact', 'cant', 'guess', 'call', 'reveal', 'po']"
4310,"['happen', 'r', 'wat', 'want', 'come', 'ill', 'get', 'medic', 'insur', 'abl', 'deliv', 'basic', 'care', 'current', 'shop', 'right', 'medic', 'insur', 'give', 'til', 'friday', 'morn', 'that', 'see', 'major', 'person', 'guid', 'right', 'insur']"
4311,"['keep', 'ten', 'rs', 'shelf', 'buy', 'two', 'egg']"
4312,"['well', 'babe', 'swollen', 'gland', 'throat', 'end']"
4313,"['ur', 'chang', 'da', 'report', 'big', 'co', 'alreadi', 'made', 'chang', 'da', 'previou', 'report']"
4314,"['captain', 'room']"
4315,"['ca', 'speak', 'bcaz', 'mobil', 'problem', 'listen', 'listen', 'voic', 'call', 'later']"
4316,"['hiya', 'stu', 'wot', 'u', 'much', 'trubl', 'home', 'moment', 'evon', 'hate', 'even', 'u', 'wot', 'hell', 'av', 'done', 'wont', 'u', 'tell', 'text', 'bck', 'pleas', 'luv', 'dan']"
4317,"['take', 'mokka', 'player']"
4318,"['still', 'play', 'gautham']"
4319,"['hey', 'mr', 'go', 'sea', 'view', 'coupl', 'gay', 'mean', 'game', 'give', 'bell', 'ya', 'finish']"
4320,"['k', 'jason', 'say', 'gon', 'na', 'around', 'around', 'lt', 'gt']"
4321,"['sorri', 'abl', 'get', 'see', 'morn']"
4322,"['aight', 'well', 'keep', 'inform']"
4323,"['number', 'sir']"
4324,"['search', 'good', 'dual', 'sim', 'mobil', 'pa']"
4325,"['seem', 'unnecessarili', 'hostil']"
4326,"['dude', 'got', 'haircut', 'breezi']"
4327,"['congrat', 'mobil', 'videophon', 'r', 'call', 'videochat', 'wid', 'ur', 'mate', 'play', 'java', 'game', 'dload', 'polyh', 'music', 'nolin', 'rentl']"
4328,"['doctor', 'cancer', 'fat', 'bone', 'problm', 'litr', 'diseas', 'snd', 'th', 'u', 'care']"
4329,"['thought', 'king', 'hill', 'thing']"
4330,"['nope', 'come', 'onlin']"
4331,"['also', 'tell', 'said', 'happi', 'birthday']"
4332,"['bishan', 'lei', 'tot', 'say', 'lavend']"
4333,"['boo', 'time', 'u', 'get', 'u', 'suppos', 'take', 'shop', 'today']"
4334,"['u', 'sound', 'like', 'manki', 'scous', 'boy', 'steve', 'like', 'travel', 'da', 'bu', 'u', 'inmind', 'recreat', 'di', 'eve']"
4335,"['fyi', 'take', 'quick', 'shower', 'epsilon', 'like', 'lt', 'gt', 'min']"
4336,"['tuesday', 'night', 'r', 'u', 'real']"
4337,"['ye', 'appt']"
4338,"['got', 'outta', 'class', 'gon', 'na', 'go', 'gym']"
4339,"['want', 'sent', 'lt', 'gt', 'mesag', 'today', 'that', 'sorri', 'hurt']"
4340,"['write', 'wat']"
4341,"['ha', 'would', 'say', 'read', 'anyth', 'way', 'u', 'seem', 'like', 'judgement', 'save', 'friday', 'pub']"
4342,"['valentin', 'game', 'send', 'di', 'msg', 'ur', 'friend', 'answer', 'r', 'someon', 'realli', 'love', 'colour', 'suit', 'best']"
4343,"['hi', 'ask', 'waheeda', 'fathima', 'leav']"
4344,"['enjoy', 'urself', 'tmr']"
4345,"['still', 'around', 'could', 'use']"
4346,"['u', 'secret', 'admir', 'look', 'make', 'contact', 'r', 'reveal', 'think', 'ur']"
4347,"['give', 'us', 'back', 'id', 'proof', 'lt', 'gt', 'rs', 'wont', 'allow', 'work', 'come', 'home', 'within', 'day']"
4348,"['bot', 'note', 'oredi', 'co', 'juz', 'rem', 'got']"
4349,"['ye', 'rent', 'expens', 'way', 'save']"
4350,"['night', 'end', 'anoth', 'day', 'morn', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunni', 'ray', 'leav', 'worri', 'blue', 'blue', 'bay', 'gud', 'mrng']"
4351,"['how', 'pain', 'dear', 'r', 'u', 'smile']"
4352,"['fun', 'fact', 'although', 'would', 'think', 'armand', 'would', 'eventu', 'build', 'toler', 'shit', 'consid', 'much', 'smoke', 'get', 'fuck', 'like', 'hit']"
4353,"['import', 'inform', 'orang', 'user', 'today', 'lucki', 'day', 'log', 'onto', 'fantast', 'surpris', 'await']"
4354,"['sorri', 'ca', 'help']"
4355,"['great', 'send', 'account', 'number']"
4356,"['hellogorg', 'how', 'u', 'fone', 'charg', 'lst', 'nitw', 'wen', 'u', 'texd', 'hopeu', 'ad', 'nice', 'wkend', 'im', 'sure', 'u', 'lookin', 'u', 'luv', 'jaz']"
4357,"['date', 'servic', 'ask', 'contact', 'u', 'someon', 'shi', 'call', 'reveal']"
4358,"['send', 'content', 'page']"
4359,"['night', 'sweet', 'sleep', 'well', 'see', 'exorc', 'emili', 'rose', 'may', 'never', 'sleep', 'hug', 'snog']"
4360,"['think', 'u', 'think', 'use', 'good']"
4361,"['ca', 'right', 'second', 'got', 'ta', 'hit', 'peopl', 'first']"
4362,"['evri', 'emot', 'ds', 'hav', 'wish', 'ds', 'hav', 'prayr', 'u', 'smile', 'world', 'wit', 'even', 'drop', 'tear', 'ds', 'lik', 'stay', 'wit', 'b', 'happi', 'good', 'morn', 'keep', 'smile']"
4363,['rememb']
4364,"['ujhhhhhhh', 'comput', 'ship', 'address', 'sandiago', 'parantella', 'lane', 'wtf', 'poop']"
4365,"['mm', 'ye', 'dear', 'look', 'hug']"
4366,"['like', 'di', 'sweater', 'fr', 'mango', 'size', 'alreadi', 'irrit']"
4367,"['number', 'gon', 'na', 'massiv', 'pain', 'ass', 'rather', 'get', 'involv', 'possibl']"
4368,"['anytim', 'lor']"
4369,"['want', 'new', 'video', 'handset', 'time', 'network', 'min', 'unlimit', 'text', 'camcord', 'repli', 'call', 'del', 'sat']"
4370,"['puriti', 'friendship', 'two', 'smile', 'read', 'forward', 'messag', 'smile', 'see', 'name', 'gud', 'evng']"
4371,"['ur', 'balanc', 'next', 'question', 'complet', 'landmark', 'big', 'bob', 'barri', 'ben', 'text', 'b', 'c', 'good', 'luck']"
4372,"['fine', 'absolutli', 'fine']"
4373,"['k', 'sure', 'consent', 'form', 'v']"
4374,"['ur', 'tonex', 'subscript', 'renew', 'charg', 'choos', 'poli', 'month', 'bill', 'msg']"
4375,"['prize', 'go', 'anoth', 'custom', 'c', 'polo', 'ltd', 'suit', 'london', 'pleas', 'call', 'back', 'busi']"
4376,"['much', 'torch']"
4377,"['noth', 'u', 'dinner', 'w', 'us']"
4378,['check']
4379,"['done', 'internet', 'connect', 'v', 'slow', 'send', 'tri', 'later', 'first', 'thing', 'tomo']"
4380,"['mathew', 'tait', 'edward', 'anderson']"
4381,"['yeah', 'sure', 'thing', 'mate', 'haunt', 'got', 'stuff', 'sort', 'im', 'go', 'sound', 'anyway', 'promot', 'hex', 'way', 'dont', 'know', 'number', 'joke']"
4382,"['need', 'lar', 'go', 'engin', 'co', 'si', 'art', 'today']"
4383,"['thank', 'honey', 'still', 'heard', 'anyth', 'leav', 'bit', 'longer', 'crowd', 'tri', 'later', 'great', 'advic', 'thank', 'hope', 'cardiff', 'still']"
4384,"['want', 'new', 'nokia', 'colour', 'phone', 'deliv', 'tomorrow', 'free', 'minut', 'mobil', 'free', 'text', 'free', 'camcord', 'repli', 'call']"
4385,"['im', 'snowboard', 'trip', 'wonder', 'plan', 'get', 'everyon', 'togeth', 'befor', 'go', 'meet', 'greet', 'kind', 'affair', 'cheer']"
4386,"['watch', 'live']"
4387,"['see', 'christmassi']"
4388,"['k', 'readi', 'lt', 'gt']"
4389,"['know', 'god', 'creat', 'gap', 'finger', 'one', 'made', 'come', 'amp', 'fill', 'gap', 'hold', 'hand', 'love']"
4390,"['greatest', 'test', 'courag', 'earth', 'bear', 'defeat', 'without', 'lose', 'heart', 'gn', 'tc']"
4391,"['new', 'year', 'plan']"
4392,"['recpt', 'order', 'rington', 'order', 'process']"
4393,"['baaaaaaaab', 'wake', 'miss', 'crave', 'need']"
4394,"['got', 'messag', 'ignor', 'ye', 'shop']"
4395,"['dear', 'mood', 'cant', 'drive', 'brother', 'drive']"
4396,"['dad', 'get', 'back']"
4397,"['tell', 'shola', 'pleas', 'go', 'colleg', 'medicin', 'visit', 'academ', 'depart', 'tell', 'academ', 'secretari', 'current', 'situat', 'ask', 'transfer', 'ask', 'someon', 'check', 'sagamu', 'thing', 'lautech', 'vital', 'complet', 'medic', 'educ', 'nigeria', 'less', 'expens', 'much', 'less', 'expens', 'unless', 'get', 'citizen', 'rate', 'new', 'zealand']"
4398,"['ye', 'finish', 'watch', 'day', 'live', 'love']"
4399,"['juz', 'go', 'googl', 'n', 'search', 'qet']"
4400,"['mani', 'time', 'lose', 'best', 'one', 'bcoz']"
4401,"['good', 'friend', 'care', 'close', 'friend', 'understand', 'true', 'friend', 'stay', 'forev', 'beyond', 'word', 'beyond', 'time', 'gud']"
4402,"['get', 'back', 'home']"
4403,"['sorri', 'call', 'later', 'lt', 'gt', 'min']"
4404,"['dun', 'need', 'use', 'dial', 'juz', 'open', 'da', 'browser', 'n', 'surf']"
4405,"['one', 'regist', 'subscrib', 'u', 'enter', 'draw', 'gift', 'voucher', 'repli', 'enter', 'unsubscrib', 'text', 'stop']"
4406,"['awesom', 'plan', 'get', 'time', 'like', 'lt', 'gt', 'text', 'detail', 'wee', 'bit']"
4407,"['take', 'care', 'sleep', 'need', 'learn', 'chang', 'need', 'get', 'convinc', 'wait', 'convers', 'convinc', 'famili', 'mani', 'u', 'role', 'life']"
4408,"['chanc', 'win', 'free', 'bluetooth', 'headset', 'simpli', 'repli', 'back']"
4409,"['also', 'didnt', 'get', 'na', 'hi', 'hi', 'hi', 'hi', 'hi']"
4410,"['ya', 'cant', 'display', 'intern', 'sub', 'got', 'ta', 'extract']"
4411,"['said', 'anyth', 'wrong', 'sorri', 'de']"
4412,"['sad', 'stori', 'man', 'last', 'week', 'wife', 'wish', 'parent', 'forgot', 'n', 'kid', 'went', 'work', 'even', 'colleagu', 'wish']"
4413,"['stupid', 'say', 'challeng', 'dont', 'think', 'write', 'instead', 'respond', 'im']"
4414,"['yeah', 'abl', 'text', 'readi', 'meet']"
4415,"['v', 'skint', 'fanci', 'gona', 'go', 'meet', 'othr', 'spoon', 'jst', 'bin', 'watchng', 'planet', 'earth', 'sofa', 'v', 'comfey', 'dont', 'make', 'hav', 'gd', 'night']"
4416,"['say', 'quit', 'day', 'wud', 'take', 'much', 'notic', 'nah', 'mind', 'gon', 'na', 'see', 'want', 'come', 'taunton', 'tonight', 'u', 'tell']"
4417,"['get', 'free', 'call']"
4418,"['littl', 'darl', 'far', 'week', 'need', 'coffe', 'run', 'tomo', 'ca', 'believ', 'time', 'week', 'alreadi']"
4419,"['ok', 'msg', 'u', 'leav', 'hous']"
4420,"['still', 'west', 'coast', 'haiz', 'take', 'forev', 'come', 'back']"
4421,"['mmm', 'fuck', 'merri', 'christma']"
4422,"['alright', 'thank', 'advic', 'enjoy', 'night', 'tri', 'get', 'sleep']"
4423,"['updat', 'face', 'book', 'statu', 'frequent']"
4424,"['saw', 'k', 'da']"
4425,"['someth', 'u', 'ate']"
4426,"['bank', 'say', 'money']"
4427,"['aiyar', 'dun', 'disturb', 'u', 'liao', 'thk', 'u', 'lot', 'aft', 'ur', 'cupboard', 'come']"
4428,"['hey', 'r', 'watch', 'movi', 'tonight', 'prob', 'b', 'home', 'earli']"
4429,"['yar', 'lor', 'u', 'noe', 'u', 'use', 'dat', 'rout']"
4430,"['come', 'gym', 'machan', 'goodnight']"
4431,"['dont', 'think', 'need', 'yellow', 'card', 'uk', 'travel', 'ask', 'someon', 'gone', 'lt', 'gt', 'buck']"
4432,"['u', 'look', 'da', 'lib', 'got', 'stuff', 'havent', 'finish', 'yet']"
4433,"['sound', 'great', 'im', 'go', 'sleep', 'good', 'night']"
4434,"['b', 'floppi', 'b', 'snappi', 'happi', 'gay', 'chat', 'servic', 'photo', 'upload', 'call', 'stop', 'text', 'call']"
4435,"['murder', 'coz', 'man', 'murder', 'lt', 'gt', 'th', 'januari', 'public', 'holiday', 'close', 'includ', 'post', 'offic', 'understand']"
4436,"['come', 'u', 'got', 'noth']"
4437,"['noth', 'ever', 'easi', 'look', 'reason', 'take', 'risk', 'life', 'love']"
4438,"['want', 'grasp', 'pretti', 'booti']"
4439,"['got', 'tea', 'sure', 'flavour']"
4440,"['go', 'orchard', 'lareadi', 'reach', 'soon', 'u', 'reach']"
4441,"['dear', 'deni', 'word', 'pleas']"
4442,"['know', 'old', 'dom', 'told', 'yesterday', 'name', 'roger', 'got', 'touch', 'last', 'night', 'want', 'meet', 'today', 'pm']"
4443,"['come', 'back', 'tampa', 'ffffuuuuuuu']"
4444,"['celebr', 'els']"
4445,"['merri', 'christma', 'u', 'anni']"
4446,"['pleas', 'tell', 'special', 'stock', 'talk']"
4447,"['sent', 'like']"
4448,"['urgent', 'ur', 'award', 'complimentari', 'trip', 'eurodisinc', 'trav', 'aco', 'claim', 'txt', 'di', 'morefrmmob', 'shracomorsglsuplt']"
4449,"['awesom', 'minut']"
4450,"['problem', 'walk', 'around', 'oblivi', 'go', 'around', 'say', 'thing', 'constantli', 'go', 'one', 'ear', 'go', 'whatev', 'want', 'know', 'upset', 'listen', 'tell', 'go', 'upset', 'want', 'surpris', 'mad']"
4451,"['told', 'everyth', 'stop', 'dont', 'let', 'get', 'dehydr']"
4452,"['guess', 'lt', 'gt', 'min']"
4453,"['home', 'ard', 'wat', 'time', 'u', 'reach']"
4454,"['storm', 'msg', 'wen', 'u', 'lift', 'phne', 'u', 'say', 'u', 'knw', 'wt', 'real', 'mean', 'hello', 'name', 'girl', 'ye', 'u', 'knw', 'dat', 'girl', 'margaret', 'girlfrnd', 'f', 'grahmbel', 'invnt', 'telphon', 'moral', 'one', 'name', 'person']"
4455,"['want', 'mapquest', 'someth', 'look', 'dogwood']"
4456,"['aight', 'plan', 'come', 'later', 'tonight']"
4457,"['die', 'accident', 'delet', 'e', 'msg', 'suppos', 'put', 'e', 'sim', 'archiv', 'haiz', 'sad']"
4458,"['welcom', 'msg', 'free', 'give', 'free', 'call', 'futur', 'mg', 'bill', 'daili', 'cancel', 'send']"
4459,"['wish', 'great', 'day', 'moji', 'told', 'offer', 'alway', 'speechless', 'offer', 'easili', 'go', 'great', 'length', 'behalf', 'stun', 'exam', 'next', 'friday', 'keep', 'touch', 'sorri']"
4460,"['thank', 'repli', 'today', 'ur', 'visa', 'come', 'r', 'u', 'still', 'buy', 'gucci', 'bag', 'sister', 'thing', 'easi', 'uncl', 'john', 'also', 'bill', 'realli', 'need', 'think', 'make', 'money', 'later', 'sha']"
4461,"['sorri', 'flake', 'last', 'night', 'shit', 'serious', 'goin', 'roommat', 'tonight']"
4462,"['said', 'look', 'pretti', 'wif', 'long', 'hair', 'wat', 'thk', 'cut', 'quit', 'short', 'leh']"
4463,"['ranjith', 'cal', 'drpd', 'deeraj', 'deepak', 'hold']"
4464,"['callin', 'culdnt', 'talkbut', 'wannatel', 'u', 'detail', 'later', 'wenwecan', 'chat', 'properli']"
4465,"['hey', 'u', 'still', 'gym']"
4466,"['said', 'u', 'mind', 'go', 'bedroom', 'minut', 'sed', 'sexi', 'mood', 'came', 'minut', 'latr', 'wid', 'cake', 'n', 'wife']"
4467,"['much', 'better', 'thank', 'lol']"
4468,"['noth', 'smsing', 'u', 'n', 'xy', 'lor', 'sorri', 'lor', 'da', 'guy', 'neva', 'c', 'u', 'person', 'sort', 'know', 'u', 'lor', 'u', 'wan', 'meet', 'xy', 'ask', 'bring', 'u', 'along', 'next', 'meet']"
4469,"['lem', 'know', 'swing', 'pick', 'free', 'basic', 'time', 'semest']"
4470,"['wa', 'u', 'effici', 'gee', 'thanx']"
4471,"['receiv', 'mobil', 'content', 'enjoy']"
4472,"['abl', 'sleep']"
4473,"['want', 'explicit', 'sex', 'sec', 'ring', 'cost']"
4474,"['meet', 'soon', 'princess', 'ttyl']"
4475,"['pick', 'go', 'taunton', 'still', 'want', 'come']"
4476,"['oh', 'outsid', 'player', 'allow', 'play', 'know']"
4477,"['anyth', 'lor']"
4478,"['erutupalam', 'thandiyachu']"
4479,"['cant', 'u', 'tri', 'new', 'invent', 'fli']"
4480,"['ful', 'song', 'lyric']"
4481,"['u', 'reckon', 'need', 'arrang', 'transport', 'u', 'ca', 'thank']"
4482,"['true', 'lov', 'n', 'care', 'wil', 'nevr', 'go', 'unrecogn', 'though', 'somon', 'often', 'make', 'mistak', 'valu', 'definitli', 'undrstnd', 'start', 'miss']"
4483,"['shop', 'eh', 'ger', 'toke', 'abt', 'syd', 'leh', 'haha']"
4484,['stand']
4485,"['good', 'weekend']"
4486,"['miss', 'call', 'miss', 'call', 'khelat', 'kintu', 'opponent', 'miss', 'call', 'dhort', 'lage', 'that', 'rule', 'one', 'great', 'phone', 'receiv', 'qualiti', 'win']"
4487,"['call', 'get', 'chanc', 'plz', 'lt']"
4488,"['new', 'deu', 'ex', 'game', 'comin', 'earli', 'next', 'yr']"
4489,"['comput', 'fri', 'essenti', 'part', 'keep', 'spare', 'fuck', 'idiot', 'roommat', 'looovvv', 'leav', 'thing', 'run', 'full', 'lt', 'gt']"
4490,"['friend', 'studi', 'warwick', 'plan', 'go', 'shop', 'concert', 'tmw', 'may', 'cancel', 'hav', 'seen', 'age', 'yeah', 'get', 'togeth', 'sometim']"
